Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,DriveType,FuelType,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price,Engine_Volumes(litres),Fuel_Consumption(litres),Fuel_Consumption_Per_Kilometers
MG,2023,ZST,Oldmac MG New,2023 MG ZST Excite,NEW,Automatic,Front,Unleaded,10.0,Red / -,"Cleveland, QLD",3 cyl,SUV,5,5,33690.0,1.3,7.3,100.0
Chery,2023,Omoda5,Mantello LDV & Suzuki New Cars,2023 Chery Omoda5 Bold,DEMO,Automatic,Front,Unleaded,25.0,Silver / Black,"FAWKNER, VIC",4 cyl,SUV,4,5,36990.0,1.5,6.9,100.0
Mazda,2018,BT-50,Ute / Tray,2018 Mazda BT-50 XTR (4X4) (5YR),USED,Automatic,4WD,Diesel,153000.0,Grey / Black,"Cheltenham, VIC",5 cyl,Ute / Tray,4,4,34900.0,3.2,10.0,100.0
Holden,2017,Captiva,SUV,2017 Holden Captiva Active 7 Seater,USED,Automatic,Front,Unleaded,164860.0,Blue / -,"Slacks Creek, QLD",4 cyl,SUV,4,7,19990.0,2.4,9.0,100.0
Toyota,2008,Kluger,SUV,2008 Toyota Kluger KX-S (4X4),USED,Automatic,4WD,Unleaded,279105.0,Black / -,"Braybrook, VIC",6 cyl,SUV,4,7,14999.0,3.5,11.0,100.0
Toyota,2010,Kluger,SUV,2010 Toyota Kluger KX-R (4X4) 5 Seat,USED,Automatic,4WD,Unleaded,161733.0,- / -,"Dingley Village, VIC",6 cyl,SUV,4,5,14999.0,3.5,11.0,100.0
Subaru,2017,Liberty,Sedan,2017 Subaru Liberty 3.6R,USED,Automatic,AWD,Premium,54642.0,White / -,"Bentleigh, VIC",6 cyl,Sedan,4,5,31990.0,3.6,9.9,100.0
Hyundai,2022,I30,Sedan,2022 Hyundai I30 N Premium With Sunroof,USED,Automatic,Front,Premium,6000.0,White / 2022/05,"Albion, QLD",4 cyl,Sedan,4,5,49950.0,2.5,8.2,100.0
Subaru,2019,Liberty,Sedan,2019 Subaru Liberty 3.6R Premium,USED,Automatic,AWD,Unleaded,75906.0,White / Black,"Melbourne, VIC",6 cyl,Sedan,4,5,35950.0,3.6,9.9,100.0
Holden,2017,Captiva,SUV,2017 Holden Captiva 7 LTZ (awd),USED,Automatic,AWD,Diesel,81745.0,Grey / Black,"Melbourne, VIC",4 cyl,SUV,4,7,21490.0,2.2,8.1,100.0
Kia,2019,Carnival,Wagon,2019 Kia Carnival SLI,USED,Automatic,Front,Unleaded,93723.0,Blue / Black,"CAMBERWELL, VIC",6 cyl,Wagon,4,8,41990.0,3.3,11.6,100.0
MG,2022,HS,SUV,2022 MG HS Essence Anfield Edition,USED,Automatic,Front,Unleaded,30611.0,Black / Red,"Elsternwick, VIC",4 cyl,SUV,4,5,34950.0,1.5,7.3,100.0
HSV,2008,Maloo,Ute / Tray,2008 HSV Maloo R8,USED,Manual,Rear,Premium,132419.0,Green / -,"Hoppers Crossing, VIC",8 cyl,Ute / Tray,2,2,49999.0,2.5,14.5,100.0
Toyota,2019,Kluger,SUV,2019 Toyota Kluger Grande (4X2),USED,Automatic,Front,Unleaded,86607.0,Grey / Black,"Keysborough, VIC",6 cyl,SUV,4,7,49970.0,3.5,9.3,100.0
Renault,2022,Arkana,Renault NEW Frizelle Sunshine Automotive,2022 Renault Arkana R.s. Line,NEW,Automatic,Front,Unleaded,8.0,White / -,"Southport, QLD",4 cyl,SUV,4,5,48490.0,1.3,6.0,100.0
Jeep,2023,Compass,City Jeep New Cars,2023 Jeep Compass Night Eagle,NEW,Automatic,Front,Unleaded,100290.0,Blue / Black,"Southbank, VIC",4 cyl,SUV,4,5,47888.0,2.4,7.9,100.0
Toyota,2007,Crown,USED Dealer ad,2007 Toyota Crown C Type F package 60th Anniversary,USED,Automatic,Other,Unleaded,122898.0,Black / -,"Lyndhurst, VIC",4 cyl,SUV,4,5,19899.0,2.5,7.7,100.0
Isuzu,2022,MU-X,SUV,2022 Isuzu MU-X LS-M (4X4),USED,Automatic,4WD,Diesel,26743.0,White / -,"Rocklea, QLD",4 cyl,SUV,4,7,49999.0,2.5,8.3,100.0
Holden,2019,Acadia,SUV,2019 Holden Acadia LTZ (2WD),USED,Automatic,Front,Unleaded,61420.0,Blue / Black,"Sunbury, VIC",6 cyl,SUV,4,7,36880.0,3.6,8.9,100.0
Renault,2023,Arkana,"Barry Bourke GMSV, Suzuki, Renault & LDV New",2023 Renault Arkana R.s. Line,NEW,Automatic,Front,Unleaded,12.0,Red / Black Leather/Suede,"Berwick, VIC",4 cyl,SUV,4,5,46990.0,1.3,6.0,100.0
Kia,2021,Cerato,Sedan,2021 Kia Cerato S,USED,Automatic,Front,Unleaded,24575.0,White / Black,"Nundah, QLD",4 cyl,Sedan,4,5,26490.0,2.5,7.4,100.0
Holden,2009,Captiva,SUV,2009 Holden Captiva LX (4X4),USED,Automatic,4WD,Diesel,173459.0,Silver / -,"Rocklea, QLD",4 cyl,SUV,4,7,8999.0,2.5,8.7,100.0
Audi,2019,SQ5,SUV,2019 Audi SQ5 3.0 Tfsi Quattro Black Edition,USED,Automatic,AWD,Premium,64490.0,Grey / Black,"South Melbourne, VIC",6 cyl,SUV,4,5,76990.0,2.5,8.7,100.0
Honda,2017,Fit,USED Dealer ad,2017 Honda Fit Hybrid (5 Seat),USED,Automatic,Other,Unleaded,33630.0,Blue / -,"Moorabbin, VIC",4 cyl,Hatchback,4,5,26950.0,2.5,7.7,100.0
Jaguar,2014,XKR,Coupe,2014 Jaguar XKR 5.0 SC V8,USED,Automatic,Rear,Premium,53620.0,Black / Black,"Nunawading, VIC",8 cyl,Coupe,2,4,105990.0,2.5,12.3,100.0
Mitsubishi,2021,Triton,Ute / Tray,2021 Mitsubishi Triton GLX-R (4X4),USED,Automatic,4WD,Diesel,57429.0,White / -,"Kedron, QLD",4 cyl,Ute / Tray,4,5,43990.0,2.4,8.6,100.0
Kia,2020,Picanto,Hatchback,2020 Kia Picanto GT-Line,USED,Automatic,Front,Unleaded,43664.0,- / -,"Morningside, QLD",4 cyl,Hatchback,5,5,20490.0,1.2,5.8,100.0
BMW,2021,118I,Hatchback,2021 BMW 118I M Sport,USED,Automatic,Front,Premium,3622.0,White / Red,"HEIDELBERG, VIC",3 cyl,Hatchback,5,5,48888.0,1.5,5.9,100.0
Mitsubishi,2018,Triton,Ute / Tray,2018 Mitsubishi Triton GLS (4X4) Premium,USED,Automatic,4WD,Diesel,59319.0,Silver / Cloth,"Oakleigh, VIC",4 cyl,Ute / Tray,4,5,48888.0,2.4,7.6,100.0
Toyota,2021,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport + TR KIT,USED,Automatic,Front,Unleaded,14168.0,White / -,"Kedron, QLD",4 cyl,Hatchback,5,5,29895.0,2.5,6.0,100.0
Hyundai,2021,I30,Hatchback,2021 Hyundai I30,USED,Automatic,Front,Unleaded,33454.0,White / Black,"Nundah, QLD",4 cyl,Hatchback,5,5,25990.0,2.5,7.4,100.0
Mazda,2019,CX-8,SUV,2019 Mazda CX-8 Sport (fwd),USED,Automatic,Front,Diesel,45302.0,Silver / Black,"Nunawading, VIC",4 cyl,SUV,4,7,39990.0,2.2,5.7,100.0
Hyundai,2021,I30,Hatchback,2021 Hyundai I30,USED,Automatic,Front,Unleaded,28834.0,White / Black,"Nundah, QLD",4 cyl,Hatchback,4,5,28990.0,2.5,7.4,100.0
Nissan,2018,Pathfinder,City Jeep - Pre Owned,2018 Nissan Pathfinder Ti X-tronic 2WD,USED,Automatic,Front,Unleaded,52414.0,White / Black,"Southbank, VIC",4 cyl,Wagon,4,5,37888.0,2.5,7.7,100.0
Toyota,2010,Vellfire,JDMHQ,2010 Toyota Vellfire ANH20 Platinum Select,USED,Automatic,Other,Unleaded,161100.0,Black / -,"Lyndhurst, VIC",4 cyl,Wagon,4,5,17999.0,2.5,7.7,100.0
Audi,2017,TT,Convertible,2017 Audi TT RS Quattro,USED,Automatic,AWD,Premium,42750.0,Grey / Black,"Nunawading, VIC",5 cyl,Convertible,2,4,95990.0,2.5,8.6,100.0
Nissan,2018,Navara,Ute / Tray,2018 Nissan Navara RX (4X2),USED,Manual,Rear,Diesel,194201.0,White / -,"Slacks Creek, QLD",4 cyl,Ute / Tray,2,2,19990.0,2.3,6.6,100.0
Mitsubishi,2018,Triton,Ute / Tray,2018 Mitsubishi Triton GLX,USED,Automatic,Rear,Diesel,108105.0,White / Black Cloth,"Toowoomba, QLD",4 cyl,Ute / Tray,4,5,33749.0,2.4,7.5,100.0
Ford,2014,Kuga,SUV,2014 Ford Kuga Trend (awd),USED,Automatic,AWD,Diesel,172591.0,White / Black,"Hoppers Crossing, VIC",4 cyl,SUV,4,5,14990.0,2.5,6.3,100.0
Renault,2022,Arkana,SUV,2022 Renault Arkana Intens,USED,Automatic,Front,Unleaded,8950.0,Grey / -,"Browns Plains, QLD",4 cyl,SUV,4,5,38750.0,1.3,6.0,100.0
Isuzu,2018,D-MAX,Ute / Tray,2018 Isuzu D-MAX LS-M HI-Ride (4X4),USED,Manual,4WD,Diesel,229834.0,Black / -,"Woodridge, QLD",4 cyl,Ute / Tray,4,5,34990.0,2.5,7.8,100.0
Holden,2009,Cruze,Sedan,2009 Holden Cruze CD,USED,Automatic,Front,Unleaded,193232.0,Silver / -,"St Albans, VIC",4 cyl,Sedan,4,5,6499.0,1.8,7.5,100.0
Ssangyong,2010,Actyon,Ute / Tray,2010 Ssangyong Actyon Sports (4X4),USED,Manual,4WD,Diesel,96477.0,Blue / -,"Capalaba, QLD",4 cyl,Ute / Tray,4,5,15995.0,2.5,8.0,100.0
Mercedes-Benz,2011,C63,Sedan,2011 Mercedes-Benz C63 AMG,USED,Automatic,Rear,Premium,128093.0,Grey / Black,"Hendra, QLD",8 cyl,Sedan,4,5,49980.0,6.2,13.4,100.0
Mitsubishi,2018,Triton,Ute / Tray,2018 Mitsubishi Triton GLS (4X4),USED,Automatic,4WD,Diesel,105161.0,White / Black,"Hendra, QLD",4 cyl,Ute / Tray,4,5,35990.0,2.4,7.6,100.0
Toyota,2014,Corolla,USED Dealer ad,2014 Toyota Corolla Hybrid (5 Seat),USED,Automatic,Other,Unleaded,193117.0,Black / -,"Moorabbin, VIC",4 cyl,Wagon,4,5,16950.0,2.5,7.7,100.0
Kia,2017,Cerato,Hatchback,2017 Kia Cerato Sport,USED,Automatic,Front,Unleaded,87705.0,White / Black,"Pinkenba, QLD",4 cyl,Hatchback,5,5,19990.0,2.5,7.3,100.0
Mazda,2016,CX-5,SUV,2016 Mazda CX-5 Maxx (4X2),USED,Automatic,Front,Unleaded,93002.0,Silver / Black,"Pinkenba, QLD",4 cyl,SUV,4,5,22990.0,2.5,6.4,100.0
Volkswagen,2016,Tiguan,SUV,2016 Volkswagen Tiguan 132 TSI Comfortline,USED,Automatic,AWD,Premium,95312.0,Silver / -,"Essendon Fields, VIC",4 cyl,SUV,4,5,27970.0,2.5,7.5,100.0
Toyota,2011,Crown,"03 **** ****
",2011 Toyota Crown HYBRID 3.5L 5 SEATER,USED,Automatic,Other,Unleaded,168069.0,- / -,"Moorabbin, VIC",4 cyl,SUV,4,5,19950.0,2.5,7.7,100.0
Kia,2007,Grand,Wagon,2007 Kia Grand Carnival Platinum,USED,Automatic,Front,Unleaded,189000.0,Black / -,"Slacks Creek, QLD",6 cyl,Wagon,4,8,9900.0,3.8,12.8,100.0
Volkswagen,2019,Tiguan,SUV,2019 Volkswagen Tiguan 132 TSI R-Line Edition,USED,Automatic,AWD,Premium,54648.0,White / Black Grey,"Deer Park, VIC",4 cyl,SUV,4,5,45990.0,2.5,7.5,100.0
Hyundai,2015,Sonata,Sedan,2015 Hyundai Sonata Active,USED,Automatic,Front,Unleaded,136005.0,White / -,"Slacks Creek, QLD",4 cyl,Sedan,4,5,14999.0,2.4,8.3,100.0
Toyota,2015,Corolla,Hatchback,2015 Toyota Corolla Ascent,USED,Automatic,Front,Unleaded,199672.0,Silver / -,"Braybrook, VIC",4 cyl,Hatchback,5,5,17799.0,1.8,6.1,100.0
Audi,2018,Q2,SUV,2018 Audi Q2 1.4 Tfsi Design,USED,Automatic,Front,Premium,143539.0,Black / Black,"Pinkenba, QLD",4 cyl,SUV,4,5,25990.0,1.4,5.3,100.0
Mazda,2016,BT-50,The Car Finance Factory,2016 Mazda BT-50 GT,USED,Manual,Other,Diesel,181900.0,Black / -,"Slacks Creek, QLD",4 cyl,Ute / Tray,4,5,30999.0,2.5,7.7,100.0
Holden,2010,Commodore,Ute / Tray,2010 Holden Commodore SS,USED,Automatic,Rear,Unleaded,120110.0,Yellow / -,"Williamstown North, VIC",8 cyl,Ute / Tray,2,2,25999.0,2.5,12.9,100.0
Volvo,2009,XC70,SUV,2009 Volvo XC70 3.2,USED,Automatic,AWD,Unleaded,196782.0,- / Le,"Hendra, QLD",6 cyl,SUV,4,5,12990.0,3.2,11.4,100.0
